Machine_ID,Temp_C,Vibration_mm_s,Pressure_Bar,Acoustic_dB,Inspection_Duration_min,Downtime_Cost_USD,Technician_Availability_pct,Failure_Prob,Maintenance_Priority
M008,87.59318441809158,2.6820129342909023,5.6891529502255365,63.847429329159446,64,2014,75,0.5184880716799015,2
M007,70.44997762438562,3.659152556630203,5.165518791793609,83.06535203086267,140,4008,82,0.5355396165841825,1
M005,61.40203367852646,1.5548107791331376,5.527911907692303,72.56076769135905,90,3112,69,0.4209863508227767,2
M004,81.61509735900219,1.5158244070850713,4.705451653404521,64.08126423475194,114,3450,92,0.4471450954143825,2
M005,79.98729197998092,3.547015075938487,4.9757019576479555,71.00465915191234,144,4504,94,0.5247651861368278,1
M003,65.80747572177013,2.4309276868002523,5.43824615774697,82.44771332620628,50,1368,75,0.47990816529859237,2
M008,85.31270460826198,2.601471554574633,5.366095616910305,82.05906301239973,106,1769,87,0.5418222724808768,2
M007,74.017544851019,2.082071139900208,4.7951712897298195,93.62319901298761,95,1028,76,0.5203501436165987,2
M004,72.56151954115197,0.5838340632737193,5.428061203413102,61.787750029731534,67,1816,92,0.36967816343663124,3
M007,69.9942199456355,1.718908990695102,4.526854185249447,63.35447750410207,51,4274,51,0.4463038758275655,1
M005,76.50059678520714,3.882528194010588,4.128821483657067,73.45031073725207,108,1872,62,0.5706622520557865,2
M005,85.80592226924416,2.038728254488649,5.3432613824019555,61.656808480441526,69,4965,95,0.45784709174932364,1
M003,80.20289087657173,2.3235341083887042,4.5795749465909505,73.83963178397383,68,1414,95,0.483769919485895,2
M009,77.64845037886319,1.9141490487066102,4.81693394680042,97.2791913214032,84,1392,62,0.5433984802737032,2
M009,71.89312118153188,2.7468501584332663,5.017814226352496,64.0405180778825,132,1314,51,0.5027264996769604,2
M010,89.69594583250417,2.4177707298310676,5.906994608006697,50.119796601709346,48,802,74,0.4901469696585443,2
M001,64.87256579165032,2.7383311472506704,4.55056446784304,80.22051250732382,105,3506,55,0.5106516916783009,2
M002,78.5690009195006,1.4676699430419473,5.01724664723954,82.02373983300274,141,3797,72,0.49305631370370695,2
M010,59.801572638590336,1.0085240994235853,4.652882582163919,68.06176927979025,139,3586,87,0.37063822104738114,3
M002,75.53235368101791,0.23957855839565467,5.402889594428345,75.21867255846688,77,4854,86,0.40257182808843045,1
M001,64.66297732042257,3.256840367451188,4.8061505238170215,91.48050045332984,49,1092,98,0.5091536966555728,2
M010,95.2045034138265,2.1952012179220945,5.942269691405316,74.96943499218133,67,870,82,0.5437324459161851,2
M010,76.09105826006905,2.337469343599371,5.442330081121385,59.1496625061642,35,1661,99,0.44091259924763193,2
M005,66.95870780760556,4.416682677868634,3.581059778698385,70.06859440540532,71,1407,87,0.5305520559158964,2
M008,61.164472879166595,3.0117264185849555,4.525616076921253,78.040866188384,101,3228,82,0.47638681929928384,2
M010,87.37814595897547,1.8299461775102024,4.921300245266883,78.5395275982609,135,3124,58,0.5408163570744238,2
M006,72.30105411285228,3.2084381686617713,5.376181380702431,62.69969684457809,99,4359,88,0.4776331819953596,1
M005,75.45722308017747,1.4796923007810125,5.570585861513157,58.97906712084123,78,3137,64,0.43818415755778173,2
M002,68.87963393304082,2.34254986629616,5.065641880598971,79.42544352278007,84,3436,50,0.507680348205098,2
M008,76.72919074946866,2.937029430083347,5.0611416981126505,77.45433445245902,53,4664,94,0.5069666817505019,1
M009,78.42826085868089,2.9217333706138526,5.115298855957419,68.44762501993463,87,2859,99,0.49604473524545173,2
M007,79.63779477562807,3.176430371887882,4.172990892872159,72.80389926205572,122,4076,90,0.5237875096305519,1
M005,93.55657481039097,2.457595854398228,4.585620641150287,55.359082692855296,129,1064,55,0.5354632291774772,2
M001,69.9242387990745,1.3253075776336278,5.984784900248088,95.60856330416988,105,1123,82,0.46652100145187436,2
M009,59.1409779839797,2.399804173691464,4.231415772305794,71.23640865604014,117,1787,58,0.46020270889039894,2
M007,74.61469727917259,1.81960216558492,5.339415196175704,76.98548827251106,144,924,69,0.47632011654466466,2
M004,91.12927663991583,1.3487015615222373,4.870154405560038,73.75590372236077,44,4323,97,0.4780208264577063,1
M004,89.96253465059392,2.0837131273192027,4.725153207490075,76.80975647916725,110,1872,56,0.5473880321767424,2
M007,58.662654397959884,1.8419396707019184,5.103427897522089,71.66214725241927,88,1491,94,0.4035264768354828,3
M007,62.29052018493561,0.13583234295300822,5.335745756785602,59.37682337352768,65,2714,57,0.348872771208651,3
M001,89.49144734539605,1.499664917118047,4.407780734312339,76.21283058494726,39,4245,93,0.4930394188309964,1
M010,74.17710358103426,3.4789169820592507,3.802239060570747,65.15333675970582,38,2896,61,0.5317186558651082,2
M003,66.53557560126902,1.1185504467649223,4.981382375621365,88.30982522513814,101,1828,80,0.44655359270077916,2
M007,96.74512010380137,2.192659247411971,5.35605041512493,85.43057634506431,83,2659,79,0.5657911478728512,2
M002,68.60544122385431,3.7833217047664434,5.918855669991693,58.36302682159391,77,2592,59,0.5135823766904881,2
M004,64.62842082072953,2.0039968497900165,4.664365072681662,73.62662743321044,141,950,58,0.4732614951078021,2
M003,88.66221219868149,2.540611130704665,6.340929816742169,66.00935788824081,86,4149,88,0.5072308468755535,1
M005,74.28737579905156,4.059672480812192,4.750602242248311,74.8451582899899,44,825,78,0.5628651808694359,2
M008,84.34038493950746,3.1300457463619313,4.491033674646945,81.13921017508191,97,1005,72,0.5709562945466512,2
M009,67.86648819069816,2.217400926491716,4.685395724106743,66.93950821140946,121,2088,59,0.46935285566998336,2
M003,89.10772201644905,3.145978932286869,5.1918667871345106,79.07794873470007,106,2623,63,0.5876559963716538,2
M002,78.28652543526167,1.7498540898236647,5.002055158426141,79.5426417138465,50,1047,51,0.5179542146320587,2
M001,69.84669562682018,1.7892956092799859,5.481544081792364,64.30208478626146,139,734,69,0.44583148446197884,2
M001,83.08386927933243,3.5794956437767977,4.93794682070266,80.28707663029753,80,2725,69,0.5800019425430014,2
M001,76.65878191541837,3.982280962926601,5.684503970265352,72.8588127657968,122,1075,65,0.5722250717324553,2
M005,87.3845359114017,2.5990881216416297,5.301142453904331,90.19075569927469,79,1264,53,0.5877499803690959,2
M004,80.97191251852867,1.533180150359422,5.976093343223519,84.84355604083193,92,3844,67,0.4977814062333473,2
M003,79.28357139827555,1.9408914019058972,4.23470617885691,75.19648693701349,119,4747,54,0.513078124876036,1
M001,73.90475628338952,1.5476595048053388,5.803997681658521,68.25724978772614,39,3412,55,0.46616060773370466,2
M008,78.86906776591427,3.0054566885699203,4.689349161721372,75.56060476381617,81,1346,96,0.5088187636120808,2
M010,75.3725180668388,3.255102742516212,5.308538038412526,60.72268966697769,108,1264,52,0.530096804150662,2
M002,69.12622865228649,2.436506688279123,5.150639650961606,77.99514174183648,104,1686,73,0.4903168425039815,2
M010,80.61739403597137,3.811332553805786,4.589960931674694,84.90771056241255,33,4061,56,0.6094904997824124,1
M007,82.70773458538758,1.3374570828595334,5.555787523259223,56.961495554571485,53,3833,65,0.4511260626805501,2
M009,83.6420606294297,2.9516675892732627,4.80934081002854,62.66668544254419,74,3170,72,0.521971096561851,2
M001,85.80360611488675,2.9891148174354236,4.775295025636001,81.22176731809206,56,4111,94,0.5420899610458635,1
M001,106.0313925115288,2.5032691754149456,4.488685219787473,86.32887571603042,45,3907,76,0.6071954992339911,2
M004,74.23466596998726,2.9699428761832767,5.759726411120237,75.8284260186244,110,1959,94,0.4991916107618984,2
M009,54.69008106586834,1.2981326582781423,4.673924412219294,85.92198531700797,75,4068,52,0.4333989657291555,1
M010,81.29788030521546,1.7018361032666052,5.002085090730505,69.62045070384622,93,3702,86,0.46254517044953325,2
M001,83.48368222310994,0.4487647326007533,4.665618293127841,56.261782478737565,42,790,77,0.3960943695394074,3
M004,72.8613516613577,3.6705383334148003,4.965463848285792,69.69400114174441,59,1382,75,0.5309999207155698,2
M009,78.13147874660166,1.3434458895764274,5.707757861455529,56.7096300276233,98,874,91,0.39437217205043357,3
M010,83.00782966300486,3.461860146377107,4.938303969356995,75.83384996850965,134,1184,63,0.5801335245082474,2
M010,61.506882071307196,3.9091593872128962,5.349197779378637,83.09731775358517,43,1871,62,0.545398933342896,2
M003,73.91514357267639,1.7739459672488191,5.210621059963622,63.29739827549171,145,1753,65,0.44730335201761134,2
M002,70.74508066419486,2.4001191141013187,5.235705697666732,83.0216194593868,141,3155,75,0.49762644493802266,2
M001,80.89476389753857,2.4372101324337136,5.301259759829975,51.17795657056775,105,4974,68,0.48217357864600896,1
M004,64.31332286087,3.2040244288514654,4.719952284805237,70.78131207795093,117,2813,83,0.4756109035153229,2
M008,74.48139365736147,4.274214600202137,5.316736015689864,77.1504096781164,78,4732,62,0.5781998832319316,1
M007,78.35854438193599,2.057960675284909,4.275631953155056,65.02157027030717,123,4394,59,0.4916968078359199,1
M001,83.1239902516615,0.5640425496495927,4.6487428995848985,55.775524951212354,38,774,77,0.39819552822775417,3
M003,77.72288419069196,2.6974157681210134,4.903496862546814,69.12075799419321,40,3111,68,0.5093286919729164,2
M008,92.54899086611101,2.0300208305183323,4.452993502129799,73.0591869070388,36,4053,73,0.5321171244990947,1
M007,61.265091951306765,0.6441531105292054,4.910734085792599,60.52853958847325,99,4237,99,0.3411992511124338,1
M003,67.32886781418601,0.4727044449381812,5.139564289415188,59.92296728178965,48,2639,75,0.37075906827526556,3
M003,61.73057175149799,3.7795976202016552,4.591417263930995,71.14988201323578,64,1766,69,0.5090352353240867,2
M005,63.823037708793436,1.6747154236123665,4.491952175504492,61.41187450590873,67,2236,80,0.40105278217847873,3
M003,67.1146471170081,2.8655291265678375,4.665004955224876,73.84553513786854,40,2290,61,0.4996479944659688,2
M004,84.86632550236904,2.261253569809591,5.998707185946918,83.4312984665426,137,1405,62,0.5613024053796821,2
M007,68.12373993203722,1.4890387565115364,4.685293655243465,88.22125912238046,100,1663,94,0.44858628437743503,2
M005,87.69146073766132,2.075546966290058,5.365510152922716,81.68767394009485,98,4530,60,0.5394806118377765,1
M004,83.65162772615741,5.0206175426104105,4.264074629488035,61.66238774153948,108,2502,55,0.6171836816178663,2
M008,67.09693939324836,1.784782100411198,5.166482203749129,82.45898032269649,105,3796,53,0.48990040729380896,2
M004,68.65250627490741,2.452809723391017,5.0358530650427555,52.93427772217943,37,2222,83,0.42769279391773235,2
M007,75.01567378465701,2.74696628303906,5.170615805698405,75.75795074499425,138,4622,52,0.5268306633679262,1
M010,82.80866485772052,4.69928592289768,5.217334145514297,78.97740735319395,40,565,66,0.6307358618225238,2
M010,75.67039793031674,3.2198906883222342,5.277696281405299,61.370039120685924,108,1131,52,0.530605220693111,2
M009,81.52062066127971,2.745655935074392,4.738787687998844,65.18437231313611,112,2734,91,0.4922271875702312,2
M001,65.60724077902972,2.9694244504682192,5.266252263140511,70.29392035045653,30,3230,83,0.4687734963290988,2
M007,85.24374472615237,0.04837308701968831,4.806701245338536,76.63934475472823,33,3887,80,0.43116086437429396,2
M003,63.707572341006895,3.063058228822333,4.729259844627493,83.27269118780666,142,4208,94,0.4815669570352389,1
M009,66.99190714403082,1.748103983865665,4.307862399814298,80.61342242401753,69,1626,75,0.46126533137100584,2
M010,76.67750920238933,0.3381683460938644,5.570001733895432,69.40398674464416,81,3053,84,0.3976511082981046,3
M004,66.78636971350068,2.191506105739646,5.185294689376443,74.4731871631739,40,4771,75,0.4604249222784089,1
M009,66.08128377975936,3.1359101070245843,5.422856035559475,77.0945226913072,104,3932,89,0.49103593811490753,2
M004,72.97628138779675,1.9355184896084705,4.977339810148137,48.22102946362687,64,2311,56,0.4300204219295615,2
M010,67.87638560669606,3.766723401573401,5.272598266352169,84.98688831061494,41,2163,64,0.5540642061435432,2
M009,76.66990110417125,1.5476532919872645,4.517551738523931,53.90798538267565,110,2546,59,0.4404565748979793,2
M010,63.42742448925211,2.607173884646664,4.18051475099271,60.58639729111271,32,2279,77,0.4462944015231523,2
M001,62.45202707599447,2.913574813659817,5.77943114940374,85.29864163116642,35,2092,84,0.4889757288456952,2
M001,70.58983808747486,0.9054984189817233,4.562587623226159,67.18470311020594,147,3121,82,0.3979287026884101,3
M007,82.05819681739595,1.3917531388136477,5.5092483656358615,55.92576091379964,56,3872,66,0.451062134587524,2
M007,73.76290189883106,2.0765623807497215,4.725603333562409,93.72218933694829,95,967,75,0.5208886808133982,2
M005,73.521022997817,2.280733107126385,5.2261374210781675,62.59207345263902,82,2545,69,0.47339319716118405,2
M009,85.63316090982858,2.1721166598667394,5.301759108102236,79.82555934273263,81,3198,60,0.5364215068193418,2
M004,73.7237161915291,2.2474317281183778,4.8133693771951505,76.82423962497458,72,4278,77,0.4920806944146039,1
M008,80.15908122308664,1.6797933262582083,4.893601564143894,80.5339752250994,47,4859,60,0.5016796842419243,1
M002,80.50099606660459,1.2741628326867882,5.014218719568949,83.34077717756062,145,3563,98,0.46959560911792986,2
M008,69.88299802552636,0.06567273110361314,5.677518638704075,74.119897038097,83,3889,50,0.41096352725988394,2
M007,77.27135688995628,2.154365689696815,5.4510534099754935,63.10931278754078,55,3839,69,0.4729286905470752,2
M010,63.57103344286756,2.219556567180556,5.028226627670943,79.92764260952846,94,1541,90,0.4624816389731717,2
M003,74.42416867238447,3.471653036241293,4.882088729807524,65.51103075042255,75,3148,68,0.5267482388401342,2
M003,68.32466548527202,2.0157216991219586,4.87051792576885,71.554254605265,39,704,53,0.4823332576348153,2
M003,83.20339641499163,1.9096811802447466,4.7898656408312394,76.86246096283486,113,4388,63,0.519815968207091,1
M010,70.70074381554754,1.9579306482672734,4.724233998903055,87.88501900662601,47,2792,88,0.4802073185981934,2
M008,72.6797541009185,2.3687207348400627,5.4442532852399435,67.6958605023584,139,4692,69,0.480208237192359,1
M003,74.05983036239546,2.755773396662869,5.146899624171933,65.179298248993,83,2250,60,0.4995725756246148,2
M003,73.40481310507529,2.7126013037581083,5.709414930189242,53.17938565848639,135,2441,65,0.47339027356063046,2
M010,73.3945084246074,4.221388635671461,4.50851891437118,65.16496745304896,41,4175,63,0.5497618318366582,1
M002,80.93466404273023,1.4417432813730424,5.003977531821851,83.11939844847628,145,3571,99,0.46681501740303083,2
M006,85.61038999858877,1.5018335666981286,5.19008687551233,70.04515418885549,138,2744,71,0.48888045189843005,2
M010,60.68154667037201,3.8039343782364723,5.331544540074228,81.69017009601393,43,1823,61,0.5405083663359487,2
M003,78.75775286595963,2.1847144985752873,4.9404265859812915,65.9462459525933,111,4709,58,0.5034969775667728,1
M010,56.92845584898124,2.37135995144614,5.550199836293208,68.46760054056675,127,1333,73,0.4317157364285299,2
M003,83.6844690990596,2.137914958018647,4.540673926717345,77.96374748489436,102,4353,58,0.527580322961029,1
M007,79.54401086485817,1.9849781283799686,5.693016541142495,74.89829708463968,123,4223,56,0.517070085308782,1
M009,87.19564209204309,2.9002405822939537,4.85440247153846,38.784492296079044,141,1012,78,0.4807532559277301,2
M008,66.58342776480423,1.8947968529483823,5.176960757439267,82.37330294434395,104,3887,54,0.49362834295245067,2
M006,72.56074436816273,1.7506049917810693,5.675360704985933,76.1832730664336,53,1694,78,0.45956838953000506,2
M009,62.19037936759086,2.027895660707861,5.868027059746948,82.20099141086264,60,3410,50,0.4815173469580684,2
M006,85.22047994261406,2.5656018917781407,4.644312447312976,73.98940822353795,132,1984,91,0.5123881933131743,2
M007,79.41499221239363,1.943203387754564,5.702424816505897,75.57522518636311,129,4190,59,0.5134656267020105,1
M001,76.27690762505028,1.2691857297926035,4.846450895290037,77.05698972543445,129,602,58,0.48300809369604086,2
M010,89.10694218342061,2.467517378120852,5.895310193810608,50.32638796553224,49,850,73,0.49248130219553615,2
M010,65.26840761535584,2.1009287800994136,5.273276403517076,78.76095131292793,72,2208,80,0.4491036137502986,2
M008,84.59047146725,3.8620082248608494,4.769558060138011,54.06586191481541,83,1291,94,0.5283734469287604,2
M006,74.5862006062992,2.72570033719353,4.930504252347347,63.67392722180108,127,502,62,0.5009462308922757,2
M008,69.59118574787787,4.782196875008274,5.050455598289183,84.13047806031496,40,3061,83,0.5826546442310883,2
M002,101.42809656554859,1.1909182693939455,4.865351701050455,50.25055776928443,43,1677,66,0.4893663847000367,2
M009,67.85128787008358,2.922716610906114,4.707532908011182,70.38192475611285,43,958,85,0.4830302942304657,2
M002,80.90236116075444,1.4580080703781793,4.988936434397736,83.16270082122173,145,3598,98,0.47413253097585273,2
M004,62.94001357836959,1.409823969260346,4.085823368009965,78.53562942435146,51,3365,56,0.4473931702263109,2
M010,67.47474448600879,1.6650708755879067,4.949237450597274,57.28857443610179,53,2720,84,0.39761905489282173,3
M009,57.4284835550116,4.411421947691869,5.108473367214061,69.32898674373544,65,3929,57,0.5296006487733492,2
M007,58.45949322283229,1.830793325918279,5.110824621648755,71.959250819114,90,1611,95,0.4008751233825486,3
M008,62.725170120349006,2.906892552964771,4.483693075838801,78.14532232411038,105,3067,82,0.4785076659483384,2
M005,76.63878290943477,2.4037052925542066,4.525766374117043,76.86207519395711,91,4752,90,0.48384686426988643,1
M007,58.36583969210374,3.7857157571405433,5.486252572912269,87.18805826760624,92,3656,63,0.5412064224417784,2
M010,80.57114986229577,3.28614312104521,5.141150910933536,68.03520776088611,103,971,63,0.5401122224077806,2
M009,67.17646717087065,2.6422049641944687,4.923123463334797,78.43236003560285,75,1743,95,0.4659149991872614,2
M005,70.163824435468,2.066849261431795,4.078602048740158,84.97222603430365,127,611,82,0.4762566522540784,2
M002,75.01615621084483,3.9344501666259655,5.062707677908316,77.84214719230789,81,4073,75,0.5707994396559858,1
M003,78.57607283147884,2.7250992421456077,4.885752977544947,69.87625577645409,38,3007,70,0.5039330057212694,2
M003,71.60079030647928,2.0796589694777414,4.463917808048454,72.4685298109472,45,2752,76,0.47288083933746805,2
M006,69.75900752987889,0.9771189748835096,4.569065399249464,81.25828049718093,84,2600,59,0.4495500701318158,2
M008,61.84303276177375,0.8410660293489287,5.596950130168955,71.4295346059187,50,4871,80,0.3892262341020548,1
M006,81.38491206818324,3.094605905736742,5.211039447356564,84.09349045461879,126,4560,78,0.5665657617021019,1
M009,83.13343323125875,1.2364121801269488,5.064194578258356,62.927200556219816,85,568,75,0.4494837978416984,2
M006,65.65898850920857,0.7408094437529523,5.392865061008103,73.69608667678749,67,2388,91,0.3796974832086953,3
M010,82.44487706714115,0.7325893673672743,5.656132685336922,76.89863935678262,121,3116,78,0.4528323172360393,2
M002,80.73201478181396,1.7322424804411054,5.344630625504456,57.31048936670158,38,4549,79,0.45484533418025175,1
M001,68.05087325741532,2.040690112662217,4.462200136024301,59.75575779894689,134,502,73,0.42533999188689264,2
M007,76.04650813844499,2.5936740099537356,4.751911901097257,71.94668822315826,76,3121,82,0.4949179630704238,2
M010,77.58239230829165,1.2643148805884168,5.344975806426092,65.97188517383067,51,4771,94,0.4182303810623141,1
M010,82.8546153902264,1.6289732732029403,4.732480516339213,62.75864774490972,86,4084,53,0.48165782276759694,1
M001,74.4267975447812,4.129065494408091,5.846093447329257,65.90464831939771,146,4975,91,0.5314135493826823,1
M006,78.34585513875311,2.6171958758207534,4.4825722509231705,80.94981819914162,131,3332,58,0.543043379259217,2
M010,87.53657398892942,4.729452587024902,4.15646224081362,78.5843883782998,78,2634,92,0.6165869957006697,2
M010,74.03319709346529,3.4639783648695373,3.857726623652275,67.56506460283344,39,2895,60,0.5234108316677524,2
M003,69.06356481974827,1.2199656132339025,5.519946302732579,75.1149417916203,144,3916,72,0.4424409537139273,2
M002,81.27806884590184,2.180181240503524,4.937266736960301,81.75351278444737,48,4720,58,0.5376438749155621,1
M005,79.49668208600315,3.55052555076493,4.987107403325993,71.10957921938953,143,4596,92,0.5242576294470728,1
M003,95.4990784730508,1.4322795786401037,4.735125149330785,80.15854556244213,120,3314,76,0.5304126900130494,2
M007,79.73196625817857,2.6454454532234304,4.756530792808827,78.02977259169796,80,4388,51,0.5422564954665726,1
M007,68.32610166131711,1.52920579880172,4.733102307657428,87.38997776116605,101,1512,93,0.4496527612111851,2
M005,44.742500715821066,2.9441754864488785,5.22416311793728,74.56960966288048,67,629,85,0.41869747292668713,2
M008,74.02631615185439,0.6174512692718263,4.948348648878039,64.90922500281059,76,2377,85,0.3895466324047479,3
M002,78.18340781573133,2.8559535990547156,4.465845164208801,71.03180605473581,53,1426,98,0.48894573379420475,2
M004,91.09792669059831,1.4219285763149818,4.884919353845806,74.53329175306465,46,4464,98,0.4761649578498167,1
M007,66.23915241727775,2.5615528968740584,4.497339717508664,81.79727038297565,50,4638,51,0.5179668139964076,1
M002,67.88862026767202,0.8960826515827711,5.249469700643743,74.02002793352821,121,2050,65,0.4314829825976143,2
M003,75.64007108178973,1.4793399407712764,5.4554778203620335,64.82952733109107,149,3314,89,0.4309151392069768,2
M004,82.3733632625807,3.3651762385628934,5.786268608905128,85.16555328755263,34,2422,74,0.5804781112128246,2
M008,75.31675577701891,0.36023995075539283,5.371034464547574,53.00912821420556,81,2309,88,0.3571689146916343,3
M005,75.72954516159486,3.035817174319809,5.323308907856184,68.36031020341224,113,2359,66,0.5194836439535262,2
M010,81.05603110013494,0.7265753578418711,5.6862909744692605,77.1327882669144,120,3005,79,0.4438064952308806,2
M008,70.03251930655205,3.4639350196780665,3.9342730577137304,69.42351762023486,56,2595,60,0.5305077459999447,2
M006,81.84539610458565,1.8543856004021104,5.4097494849055945,82.99169611007062,39,2367,64,0.5240649391905842,2
M001,70.38389356534317,1.142586539050986,5.895109905438826,96.08455436677465,111,1031,82,0.46580626017351534,2
M010,87.10865340736002,3.3755403976055485,6.248093836257415,68.95677739867173,73,2378,83,0.5583331017853684,2
M006,74.96663754877981,2.72070314542493,4.937441946786907,64.36084049695178,130,624,63,0.500936271705258,2
M010,77.20365334914155,2.077729025412414,5.258370105713405,60.070429916285065,68,2215,64,0.4735641961382647,2
M008,77.90711292310523,3.192750731985025,4.658945001317897,67.92480664379808,38,3762,61,0.5387248514677008,2
M007,86.99033234884931,3.9078866761524376,4.660989989255224,75.49710770884255,89,2947,58,0.6080306258084763,2
M003,79.00032102320077,3.433722252510748,5.311734405454738,74.65286909984964,98,1631,82,0.5343986354966709,2
M010,67.93306186435026,4.161337760560908,5.250577257996362,40.978169643181424,140,1898,87,0.4602942698235982,2
M010,76.2095544134335,0.40233377989836927,5.613007217991327,70.06577736365107,80,2937,83,0.4058094762552915,3
